text,language,label
Compléter les projets du train de l’Ouest et de l’Est.,fr,0
"Create 250,000 jobs over a period of 5 years.",en,0
Créer 250 000 emplois sur un mandat de 5 ans.,fr,0
"In the first 100 days, restore the budgets of Quebec Infrastructure Plan, that is to say $ 1.5 billion a year more in infrastructure over the next 10 years.",en,0
"Dans les 100 premiers jours, rétablir les budgets du Plan québécois des infrastructures, c'est-à-dire 1,5 milliard de dollars par année de plus dans nos infrastructures au cours des 10 prochaines années.",fr,0
Deploy the first maritime strategy in our history.,en,0
Déployer la première stratégie maritime de notre histoire.,fr,0
1.3 billion dollars of budget cuts will be made during the first two years of office.,en,0
"Des compressions de 1,3 milliard de dollars seront réalisées au cours des deux premières années du mandat.",fr,0
Preferential electricity rates will be granted to the Montreal Transit Corporation.,en,0
Des tarifs préférentiels d’électricité seront accordés à la Société de transport de Montréal.,fr,0
Develop intermodal transport and coastal shipping and energize shipyards Quebec.,en,0
Développer le transport intermodal et le cabotage et dynamiser les chantiers maritimes québécois.,fr,0
Develop a plan for the active promotion of forestry professions in connection with the Sectoral Committee on the workforce in forest management and institutions that provide forest-related training.,en,0
Élaborer un plan de promotion active des métiers de la forêt en lien avec le Comité sectoriel de main-d’œuvre en aménagement forestier et les institutions qui offrent des formations liées à la forêt.,fr,0
Expand the eligibility criteria for the tax credit for renovation of condominiums (excluding common areas).,en,0
Élargir les critères d’admissibilité au crédit d'impôt pour la rénovation des condominiums (exception faite des parties communes).,fr,0
Encourage the development of tourism and shipping in the National Capital.,en,0
Encourager le développement du tourisme et du transport maritime dans la Capitale-Nationale.,fr,0
Increase the infrastructure improvement budget foreseen in the program from $ 3 million to $ 6 million to better support municipalities involved in the Municipalité amie des aînés. project.,en,0
Faire passer le budget d’amélioration des infrastructures prévu dans ce programme de 3 M$ à 6 M$ pour mieux soutenir les municipalités engagées dans la démarche Municipalité amie des aînés.,fr,0
"Establish a pilot project cabotage for a period of five years, as part of the Maritime Strategy.",en,0
"Faire un projet-pilote de cabotage pour une période de cinq ans, dans le cadre de la Stratégie maritime.",fr,0
Promote investments with the federal government in port facilities in Quebec and the creation of high value-added logistics hub.,en,0
Favoriser avec le gouvernement fédéral les investissements dans les installations portuaires du Québec et la création d’un pôle logistique à haute valeur ajoutée.,fr,0
Promote a co-investment agreement between companies to open up the Labrador Pit that would create a rail link connecting the iron ore to the port of Sept-Îles.,en,0
"Favoriser une entente de co-investissement entre des entreprises pour le désenclavement de la Fosse du labrador , qui mettrait de l’avant un lien ferroviaire reliant les gisements de fer au port de Sept-Îles.",fr,0
Encourage the federal government to participate in the home renovation program and provide a federal tax credit.,en,0
Inciter le gouvernement fédéral à participer au programme de rénovation domiciliaire et à offrir un crédit d’impôt fédéral.,fr,0
Invest 500 million for the widening of Highway Henri IV.,en,0
Investir 500 millions de dollars pour l’élargissement de l’autoroute Henri-IV.,fr,0
Invest in tourism infrastructure and establish the Office of maritime tourism to develop the public-private or private-private partnerships to offer tourism products.,en,0
Investir dans les infrastructures d’accueil et mettrons en place le Bureau de l’offre touristique maritime afin de développer les partenariats d’offres touristiques public-privé ou privé-privé.,fr,0
Invest in transport infrastructure that improves the quality of life of citizens of the National Capital region.,en,0
Investir dans les infrastructures de transport qui améliorent la qualité de vie des citoyens de la Capitale-Nationale.,fr,0
The enhanced Plan Nord include a special mandate given to Investissement Québec.,en,0
Its mission will be to support the growth of equipment manufacturers and suppliers in Quebec.,en,0
Le Plan Nord amélioré comportera un mandat spécial donné à Investissement Québec.,fr,0
Sa mission sera d’appuyer la croissance d’équipementiers et de fournisseurs du Québec.,fr,0
The first section of the Ville-Marie highway will be covered.,en,0
Le premier tronçon de l’autoroute Ville-Marie sera recouvert.,fr,0
"The Femmessor program will be enhanced to improve financing, networking, support and training.",en,0
"Le programme Femmessor sera bonifié afin d’améliorer les services de financement, réseautage, accompagnement et de formation.",fr,0
The budgets for health and education will increase by more than 4% and 3.5% per year respectively,en,0
"Les budgets de la santé et de l'éducation augmenteront respectivement de plus de 4 % et de 3,5 % par année.",fr,0
"The local development centers (CLD) in collaboration with Investissement Québec will develop strategies and means to increase female entrepreneurship, especially among young women.",en,0
"Les centres locaux de développement (CLD) en collaboration avec Investissement Québec devront développer des stratégies et des moyens pour accroître l’entrepreneuriat féminin, notamment auprès des jeunes femmes.",fr,0
The departmental appropriations other than those of health and education shall be frozen for a period of 5 years.,en,0
Les crédits des ministères autres que ceux de la santé et de l'éducation seront globalement gelés pour une période de 5 ans.,fr,0
"Put in place new rules to maximize the local benefits in terms of jobs and local contracts, including providing training programstailored to the needs of Indigenous youth.",en,0
"Mettre en place de nouvelles règles pour maximiser les retombées locales en matière d’emplois et de contrats locaux, prévoyant notamment des programmes de formation adaptés aux besoins des jeunes autochtones.",fr,0
"Set up the Société du Plan Nord to coordinate the development of this immense territory, bringing together all the partners and the majority of whose members are independent of the government.",en,0
"Mettre en place la Société du Plan Nord pour coordonner le développement sur cet immense territoire, regroupant l’ensemble des partenaires et dont la majorité des membres seront indépendants du gouvernement.",fr,0
"Establish a 50% tax credit on the cost of SME transportation services (200 fewer employees) to other Canadian provinces and global markets, from origin to destination.",en,0
"Mettre en place un crédit d’impôt de 50 % sur les coûts de services de transport des PME (200 employés en moins) vers les autres provinces canadiennes et les marchés globaux, du point d’origine au point de destination.",fr,0
Establish a comprehensive development plan to promote the renewal of the forest industry.,en,0
Mettre en place un plan de développement complet pour favoriser le renouvellement de l’industrie forestière.,fr,0
Implement an international mining economic mission to bring back foreign investors and reassure the mining sector.,en,0
Mettre en place une mission économique minière à l’international afin de ramener les investisseurs étrangers et rassurer le secteur minier.,fr,0
"Give the founder of a company a tax exemption of $ 750,000 on capital gains if he sells to his family or employees (person engaged for at least one year).",en,0
Offrir au fondateur d’une entreprise une exemption d’impôt de 750 000 $ sur le gain en capital s’il vend à sa famille ou à ses employés (personne engagée depuis au moins un an).,fr,0
"Give a tax holiday on payroll to facilitate the hiring of specialized staff, strengthening of business innovation capacity.",en,0
"Offrir un congé de taxe sur la masse salariale pour faciliter l’embauche d’employés spécialisés, renforçant ainsi la capacité d’innovation d’une entreprise.",fr,0
Open a discussion with companies to assess the appropriateness of reviewing electricity tariffs.,en,0
Ouvrir une discussion avec les entreprises afin d’évaluer la pertinence de revoir les tarifs d’électricité.,fr,0
Participate in the rehabilitation of the 560 feet long dock in Port-Cartier.,en,0
Participer à la réfection du quai long de 560 pieds à Port-Cartier.,fr,0
Increase silviculture investments in public forests to $ 225 million per year.,en,0
Porter les investissements en travaux sylvicoles de la forêt publique à 225 M$ par année.,fr,0
"For machinery suppliers, equipment manufacturers and industry subcontractors, a special mandate will be given to IQ Resources, a subsidiary of Investissement Québec, in order to know the needs of large clients.",en,0
"Pour les fournisseurs de machinerie, les équipementiers et les sous-traitants industriels, un mandat spécial sera donné à IQ Ressources, filiale d’Investissement Québec, afin de faire connaître les besoins des grands donneurs d’ordres.",fr,0
"Preserve headquarters, which are concentrated in Montreal.",en,0
The Generations Fund will be called upon to protect our flagships from an unsolicited takeover bid by an equity share of 10%.,en,0
Préserver les sièges sociaux qui sont concentrés à Montréal.,fr,0
Le Fonds des générations sera mis à contribution afin de protéger nos fleurons d'une offre publique d'achat non sollicitée par une participation au capital-actions de 10 %.,fr,0
Generate a budget surplus by 2015-2016.,en,0
Réaliser un surplus budgétaire dès 2015-2016.,fr,0
Reduce the burden on taxpayers by phasing out the health tax.,en,0
Réduire le fardeau fiscal des contribuables en éliminant graduellement la taxe santé.,fr,0
Revive the Northern Action Plan.,en,0
Relancer le Plan Nord.,en,0
"Revive the cabotage project on the North Shore, in collaboration with the St.",en,0
Lawrence ship.ping industry.,en,0
"Relancer le projet de cabotage sur la Côte-Nord, en collaboration avec les armateurs du Saint-Laurent.",fr,0
Strengthen regional bodies of 14 export promotion (ORPEX) to better support SMEs in their export strategies.,en,0
Renforcer les 14 organismes régionaux de promotion à l’exportation (ORPEX) pour mieux soutenir les PME dans leurs stratégies d’exportation.,fr,0
"Support industry in commercializing innovative, processed wood products such as architectural elements and products derived from cellulose.",en,0
Soutenir l’industrie dans la commercialisation des produits innovants de la transformation du bois comme les éléments architecturaux et les produits dérivés de la cellulose.,fr,0
"Workwith the federal government to complete the replacement of the Champlain Bridge in the shortest possible time, without tolls and with an adapte public transport system.",en,0
"Travailler conjointement avec le gouvernement fédéral pour parachever le remplacement du pont Champlain dans les meilleurs délais possibles, sans péage et doté d’un système de transport en commun adapté.",fr,0
Work on a code of conduct in public institutions for the purchase of local food.,en,0
Travailler sur un code de conduite dans les institutions publiques pour l’achat d’aliments de proximité.,fr,0
A procurement office will be integrated in the Société du Plan Nord to inform companies from all over Quebec about the needs for supplies and equipment of all kinds to associate companies from the South to Northern development.,en,0
"Un bureau d’approvisionnement sera intégré à la Société du Plan Nord pour faire connaître, aux entreprises de tout le Québec, les besoins en fourniture et en équipements de toutes sortes afin d’associer le Sud au développement du Nord.",fr,0
An investment of $ 500 million will allow the Vaudreuil-Soulanges logistics centre to emerge.,en,0
Un investissement de 500 M$ permettra au pôle logistique de Vaudreuil-Soulanges de voir le jour.,fr,0
A permanent Program Review Board will be established to carry out mandates to review government programs and their delivery.,en,0
This mandate will be under the authority of the Treasury Board..,en,0
Une commission permanente de révision de programmes sera instituée afin de réaliser des mandats d’examen des programmes gouvernementaux et de leur mode de prestation.,fr,0
Ce mandat sera sous l’autorité du Conseil du trésor.,fr,0
Help young and old to raise the down payment required to purchase a first residence by creating a savings property plan (régime épargne-propriété).,en,0
Aider les jeunes et les moins jeunes à amasser la mise de fonds nécessaire à l’achat d’une première résidence principale en créant un régime épargne-propriété (REP).,fr,0
In the first 100 days introduce a tax credit for home improvement of 20% (up to $ 2 500) to support families who wish to renovate their homes.,en,0
"Dans les 100 premiers jours, introduire un crédit d’impôt pour la rénovation domiciliaire de 20 % (jusqu’à un maximum de 2 500 $) pour soutenir les familles qui désirent rénover leur domicile.",fr,0
"Help northern communities, both to support and create transport infrastructure, schools, housing or health services.",en,0
"Aider les communautés nordiques, que ce soit pour soutenir et créer des infrastructures de transport, des écoles, des logements ou encore des services de santé.",fr,0
Help Quebec cheesemakers to develop new markets.,en,0
Aider les fromagers du Québec à développer de nouveaux marchés.,fr,0
Support the city's efforts to increase public transit use.,en,0
Appuyer les efforts de la métropole visant à augmenter l’utilisation du transport en commun.,fr,0
"Request reciprocity in design and food safety standards for cheeses to be imported here, in relation to the Canada-European Union Free Trade Agreement.",en,0
"Demander la réciprocité dans les normes de conception et de salubrité alimentaire des fromages qui seront importés ici, en lien avec l'accord de libre-échange Canada-Union Européenne.",fr,0
Give the city the necessary tax levers necessary such that Montreal could diversify its income and conclude an agreement with Montreal on sharing responsibilities and resources according to the principle of subsidiarity.,en,0
Donner à la métropole les leviers fiscaux nécessaires pour que Montréal puisse diversifier ses revenus et conclura avec elle un partage des responsabilités et des ressources selon le principe de subsidiarité.,fr,0
"Allow young farmers who are preparing to take over from their parents or grandparents, to accumulate money in a tax-deferred Young Farmer Fund.",en,0
"Permettre au jeune agriculteur, qui se prépare à prendre la relève de ses parents ou grands-parents, d’accumuler de l’argent à l’abri de l’impôt dans un fonds Jeune agriculteur.",fr,0
"Allow greater accessibility to alcoholic products made in Quebec by making the necessary legislative changes or the further development of distribution networks for wine, cider and other drinks.",en,0
"Permettre une plus grande accessibilité aux produits alcoolisés du Québec en faisant les changements législatifs qui s’imposent pour le développement accru du réseau de distribution des vins, cidres et autres boissons.",fr,0
Launch the Quebec Creativity program.,en,0
Lancer le programme Créativité Québec.,fr,0
Ensure the availability of a skilled workforce through the deployment and promotion of training programs and through supporting our training centers.,en,0
Assurer la disponibilité d’une main-d’œuvre qualifiée par le déploiement et la promotion des programmes de formation et en appuyant nos centres de formation.,fr,0
Emphasize the promotion of the quality of French in primary school.,en,0
Accentuer la promotion de la qualité du français dès l’école primaire.,fr,0
Ease bureaucracy for school boards and CEGEPs so they can provide more timely training to meet the market demands.,en,0
Assouplir la bureaucratie pour les commissions scolaires et les cégeps afin qu’ils puissent offrir plus rapidement des formations répondant aux demandes du marché.,fr,0
"Relax the admissions rules for courses leading to vocational diplomas (DEP), to certificates of Collegial Studies (AEC) and at college diplomas (DEC).",en,0
"Assouplir les règles d’entrée pour les formations menant à des diplômes d’études professionnelles (DEP), à des attestations d’études collégiales (AEC) et à des diplômes d’études collégiales (DEC).",fr,0
Provide homework support services in all primary schools.,en,0
Assurer un service d’aide aux devoirs dans toutes les écoles primaires.,fr,0
Complete the coverage of Quebec in terms of high speed Internet access Broadband.,en,0
Compléter la couverture du Québec en matière d’accès Internet haute vitesse à large bande.,fr,0
Confirm the learning of French and English (second language) in the first year of elementary school in English and French schools.,en,0
Confirmer l’apprentissage du français et de l’anglais (comme langue seconde) en première année du primaire dans les écoles anglophones et francophones.,fr,0
Create a support network for research and the development of knowledge.,en,0
Créer le réseau de soutien à la recherche et au développement des connaissances.,fr,0
"Developing a partnership with academia, private sector employers and employment aid organizations to provide work experience to young university graduates from studies that do not offer training programs.",en,0
"Développer un partenariat avec le milieu universitaire, les employeurs du secteur privé et les organismes d'aide à l'emploi afin d’offrir une expérience de travail aux jeunes diplômés universitaires issus de programmes d'études n'offrant pas de stage.",fr,0
Giving principals the ability to offer specialized vocations and develop extracurricular activities.,en,0
Donner aux directions d’école la possibilité d’offrir des vocations spécialisées et de développer des activités parascolaires.,fr,0
Extend the homework help periods with sessions some afternoons and evenings.,en,0
Élargir les périodes d’aide aux devoirs avec des séances certains midis et soirs.,fr,0
"Extend to all universities the Accelerators for Business Creation Model (CTEA), developed by the University of Sherbrooke.",en,0
"Étendre à toutes les universités le modèle des Accélérateurs pour la création d’entreprises (ACET), développé par l’Université de Sherbrooke.",fr,0
Extend homework assistance to secondary schools.,en,0
Étendre l’aide aux devoirs aux écoles secondaires.,fr,0
"Facilitate the transition between different training courses, particularly in terms of prerequisites to encourage further education for those who wish to continue their studies in high school, college or university.",en,0
"Faciliter la transition entre les différents parcours de formation, notamment au chapitre des prérequis, afin d’encourager la poursuite des études pour ceux qui désirent continuer leur cheminement scolaire au secondaire, au collégial ou à l’université.",fr,0
Encourage increased autonomous revenues for universities.,en,0
Favoriser une augmentation des revenus autonomes des universités.,fr,0
Index tuition for Quebec students.,en,0
Indexer les frais de scolarité des étudiants québécois.,fr,0
Emphasize the importance of reading and writing.,en,0
Insister sur l’importance de la lecture et de l’écriture.,fr,0
Maintain the choice of language of instruction at pre-school and post-secondary.,en,0
Maintenir le choix de la langue d’enseignement aux niveaux préscolaire et postsecondaire.,fr,0
"Provide more varied pathway to vocational and college education (DEP, AEC, DEC).",en,0
"Offrir davantage de parcours variés en formation professionnelle et collégiale (DEP, AEC, DEC).",fr,0
Offer immersion programmes in English or French.,en,0
Offrir des séjours d’immersion en anglais ou en français.,fr,0
Reaffirm the implementation of the Intensive English program in Grade 6 by providing adequate funding.,en,0
Réaffirmer la mise en œuvre du programme d’anglais intensif en 6e année en prévoyant le financement adéquat.,fr,0
"Strengthen the links between the education community, universities and colleges, and industry to develop programs in engineering and architecture to promote the use of structural timber.",en,0
"Renforcer les liens entre le milieu de l’éducation, les universités et les cégeps, et l’industrie afin de développer des programmes en génie et en architecture pour favoriser l’utilisation du bois de structure.",fr,0
Review tuition fees for students from the Francophonie to have them pay the equivalent of tuition fees paid by Canadian students.,en,0
Revoir les frais de scolarité des étudiants issus de la Francophonie afin qu’ils paient l’équivalent de ce que paient les étudiants canadiens.,fr,0
Simplify and improve the efficiency of accountability mechanismes for universities while ensuring rigorous and transparent management.,en,0
Simplifier et à rendre efficiente la reddition de compte des universités tout en s’assurant d’une gestion rigoureuse et transparente.,fr,0
Build on the German model of trade schools to incorporate more work placements in vocational and technical training programs.,en,0
S'inspirer du modèle allemand des écoles de métier afin d’intégrer davantage de stages en entreprise dans les programmes de formation professionnelle et technique.,fr,0
Support projects to fight against high school drop-outs from the community such as CRÉPAS in Saguenay-Lac-Saint-Jean.,en,0
Soutenir les projets de lutte contre le décrochage scolaire issus de la communauté tel le CRÉPAS au Saguenay-Lac-Saint-Jean.,fr,0
"Mandate an organization to document and track the state of coastal areas and riverbanks to prevent their degradation, which will be responsible for their improvement, and for developing demand for fishing-related products",en,0
"Mandater un organisme qui documentera et suveillera l’état des zones côtières et des berges afin d’empêcher leur dégradation, qui verra à leur amélioration, ainsi qu’à développer davantage la demande de produits liés à la pêche",fr,0
"Continue work on the deciduous forest project, launched in 2012 to develop a strategy in this type of forest, which represents 30% of the Quebec forest.",en,0
"Poursuivre les travaux du chantier sur la forêt feuillue, lancés en 2012, afin d’élaborer une stratégie propre à ce type de forêt, qui représente 30 % de la forêt québécoise.",fr,0
Restore financial support for the maintenance and development of multi-user logging roads to ensure safe access to forest users.,en,0
Rétablir un soutien financier pour l’entretien et l’aménagement des chemins forestiers multiusagers afin d’assurer un accès sécuritaire aux usagers de la forêt.,fr,0
Review the practices of the Chief Forester so that there is more transparency and information about the calculation of allowable logging cuts.,en,0
Revoir les pratiques du Forestier en chef afin qu’il y ait plus de transparence et d’informations quant au calcul des possibilités forestières.,fr,0
Continue to support the use of forest biomass.,en,0
Continuer d’appuyer la valorisation de la biomasse forestière.,fr,0
In the first 100 days. convene an advisory committee on climate change to develop an action plan to achieve the GHG reduction target of 20% by 2020.,en,0
"Dans les 100 premiers jours, convoquer un comité aviseur en changements climatiquesd’élaborer un plan d’action pour atteindre un objectif de réduction des GES de 20 % d’ici 2020.",fr,0
Make the fight against greenhouse gas emissions a horizontal priority involving all departments and agencies.,en,0
Faire de la lutte contre les émissions de GES une priorité horizontale réunissant tous les ministères et organismes du gouvernement.,fr,0
The first Maritime Strategy for Quebec plans to reserve 10% of the marine territory as marine protected areas by 2015.,en,0
La première Stratégie maritime pour le Québec prévoit de réserver 10 % du territoire marin à des aires marines protégées d’ici 2015.,fr,0
Maintain the carbon market.,en,0
Maintenir le marché du carbone.,fr,0
Continue the implementation of the Wood Charter.,en,0
Poursuivre la mise en place de la Charte du bois.,fr,0
Reaffirm the concept of community forests.,en,0
Réaffirmer le concept de forêts de proximité.,fr,0
"Encourage the supply of natural gas north of the 49th parallel to Sept-Îles to serve the North Shore, which is the last region with high industrial intensity deprived of this energy.",en,0
"Encourager l’approvisionnement en gaz naturel au nord du 49e parallèle vers Sept-Îles afin de desservir la Côte-Nord, dernière région à forte intensité industrielle toujours privée de cette énergie.",fr,0
Appoint a Minister Delegate for SMEs.,en,0
Nommer un ministre délégué aux PME.,fr,0
Adopt a Law on Montreal formally recognizing its metropolitan status and giving it the powers of a major North American city.,en,0
Adopter une Loi sur Montréal reconnaissant formellement son statut de métropole et lui donnant les pouvoirs d’une grande métropole nord-américaine.,fr,0
"Have, in the Cabinet, a Minister responsible for seniors.",en,0
"Avoir, au Conseil des ministres, un ou une ministre responsable des aînés.",fr,0
Promote tailored laws to reflect the specific realities of different cities.,en,0
"Thus, Québec must have its own legislation that reflects the realities of a great capital city.",en,0
Favoriser le sur mesure pour refléter les réalités particulières des différentes agglomérations urbaines.,fr,0
"Ainsi, Québec doit être dotée de sa propre loi qui reflète les réalités d’une grande capitale.",fr,0
Foster a partnership that gives municipalities more autonomy.,en,0
Favoriser une relation de partenariat qui accorde aux municipalités plus d’autonomie.,fr,0
The fund of $ 5 million for large events will be renewed.,en,0
Le fonds de 5 M$ pour les grands événements sera reconduit.,fr,0
"Establish the concept of smart city, starting with the National Capital.",en,0
"Mettre en place le concept de ville intelligente, en commençant par la Capitale-Nationale.",fr,0
"Appoint a Minister for Forests, Wildlife and Parks.",en,0
"Nommer un ministre responsable de la Forêt, de la Faune et des Parcs.",fr,0
The PLQ promises a new governance to ensure that the National Capital has the tools necessary for it to fulfill the responsibilities that accompany its status and that modernizes its relationship with the Government of Quebec.,en,0
Une nouvelle gouvernance pour doter la Capitale-Nationale des outils nécessaires pour qu'elle puisse s'acquitter des responsabilités qui accompagnent son statut et qui modernisent ses relations avec le gouvernement du Québec.,fr,0
Support the Quebec cheesemakers in negotiations with the federal government for transition and countervailing measures.,en,0
Épauler les fromagers du Québec dans les négociations avec le gouvernement fédéral pour les mesures de transitions et compensatoires.,fr,0
"Make the data public through a website showing PQI projects in each region, their nature, timing, cost, and their degree of progress according to schedule and budget.",en,0
"Rendre les données publiques avec un site Internet présentant par région chacun des projets du PQI, leur nature, leur échéancier, leur coût, et leur degré d’avancement en fonction de l’échéancier et du budget.",fr,0
Attract the most talented foreign entrepreneurs with the Startup Visa Quebec program.,en,0
Attirer les entrepreneurs étrangers les plus talentueux à l’aide du programme Visa Démarrage Québec.,fr,0
Create the Startup Visa Quebec program.,en,0
Créer le programme Visa Démarrage Québec.,fr,0
Encourage the establishment of community work programs for youth found guilty of intimidation.,en,0
Favoriser l’instauration de programmes de travaux communautaires pour les jeunes trouvés coupables d’intimidation.,fr,0
Support the training of specialized police in the fight against bullying.,en,0
Soutenir la formation de policiers spécialisés dans la lutte contre l’intimidation.,fr,0
Set up a loan program for homeowners age 60 and older to help cover the bill for property and school taxes .,en,0
Mettre en place un programme de prêts destiné aux propriétaires âgés de 60 ans et plus afin de les aider à assumer la facture des taxes foncières et scolaires.,fr,0
Proceed through public bidding to grant money available for the development or consolidation of services specifically for caregivers.,en,0
Procéder par appels de projets pour octroyer les sommes disponibles pour le développement ou la consolidation de services destinés spécifiquement aux proches aidants.,fr,0
"Extend the initiative My family, my community.",en,0
"Étendre l’initiative Ma famille, ma communauté.",fr,0
Start a new Perinatal Policy Strategy that will identify the elements that remain to be put in place by 2018 and actions that remain to be performed.,en,0
Lancer une nouvelle Stratégie de mise en œuvre de la Politique de périnatalité qui identifiera les éléments qui restent à mettre en place d’ici 2018 et les actions qui devront être réalisées.,fr,0
Rates for child care services will be indexed starting in 2015.,en,0
Les tarifs des services de garde seront indexés à compter de 2015.,fr,0
Add 125 new midwives positions over the next 5 years.,en,0
Ajouter d’ici 5 ans 125 nouveaux postes de sages-femmes.,fr,0
Increase the number of centers for social pediatrics in communities in disadvantaged areas.,en,0
Dedicate a recurrent 20 million dollars per year from 2016-2017.,en,0
Augmenter le nombre de centres de pédiatrie sociale en communauté dans les milieux défavorisés.,fr,0
"Y consacrer 20 millions de dollars par année, de façon récurrente, à compter de 2016-2017.",fr,0
Create awareness campaigns against bullying and cyberbullying.,en,0
Créer des campagnes de sensibilisation qui seront menées contre l’intimidation et la cyberintimidation.,fr,0
Start immediately renovating the Verdun Hospital.,en,0
Débuter sans délai la rénovation de l’Hôpital de Verdun.,fr,0
Reduce bureaucracy (in the health network) to fund new initiatives to offer Quebecers better access to care and health services.,en,0
Diminuer la bureaucratie (dans le réseau de la santé) afin de financer de nouvelles initiatives pour offrir aux Québécois un meilleur accès aux soins et aux services de santé.,fr,0
"Require each institution, each health and social services agency, the Ministry of Health and Social Services and all Government Services organizations to file a plan to reduce bureaucracy by 10% over three years.",en,0
"Exiger de chaque établissement, de chaque Agence de santé et de services sociaux, du ministère de la Santé et des Services sociaux et des organismes gouvernementaux qu’ils déposent un plan de réduction de la bureaucratie de 10 % sur trois ans.",fr,0
"Ensure that caregivers can benefit from a compassionate day in the workplace, in short, a holiday allowing them a leave of absence without financial penalty.",en,0
"Faire en sorte que les proches aidants puissent bénéficier d’une journée compassion dans leur milieu de travail, en somme, d’un congé leur permettant de s’absenter sans pénalité financière.",fr,0
"Promote the creation of 50 super clinics across Quebec, true crossroads of health, which will be open 7 days a week 7.",en,0
"Favoriser la création de 50 super-cliniques à travers le Québec, de véritables carrefours de la santé qui seront ouverts 7 jours sur 7.",fr,0
"Encourage the participation and mobilization of seniors in their community by improving the Age Friendly Municipality program, with the objective of increasing the number of municipalities that adhere to it.",en,0
"Favoriser la participation et la mobilisation des aînés dans leur communauté en bonifiant le programme Municipalité amie des aînés, avec comme objectif l’augmentation du nombre de municipalités qui y adhèrent.",fr,0
Introduce the principle of advance payment regarding the tax credit for caregivers.,en,0
Introduire le principe de versement anticipé quant au crédit d'impôt destiné aux proches aidants.,fr,0
The PLQ promises The development of the Health District.,en,0
Le développement du Quartier de la santé.,fr,0
Revise in depth the financing of the health system The new funding health will be extended to all institutions and all regions and will be widely implemented in 2017.,en,0
Réviser en profondeur le mode de financement du réseau de la santé Le nouveau mode de financement en santé sera étendu dans tous les établissements et toutes les régions et sera largement implanté en 2017.,fr,0
Legislate to ensure the sustainability of the municipal sector pension plans.,en,0
Légiférer pour assurer la pérennité des régimes de pension du secteur municipal.,fr,0
"Provide enhanced access to magnetic resonance, CT and ultrasound imaging These three exams will therefore be covered by the public plan when they are performed in private clinics starting in 2014-2015.",en,0
"Offrir un accès rehaussé à la résonance magnétique, au scan et à l’échographie Ces trois examens seront donc couverts par le régime public lorsqu’ils seront effectués dans les cliniques privées dès 2014-2015.",fr,0
Open 7 new birthing centers in various regions of Quebec.,en,0
Ouvrir 7 nouvelles maisons de naissance dans diverses régions du Québec.,fr,0
"For 5 years, invest $ 150 million per year in a idedicated budget envelope to develop care and home services.",en,0
